Eb/N0 (dB),SNR(dB),AE_GNBP_0,AE_GNBP_0_BP,AE_GNBP_1,AE_GNBP_1_BP,AE_GNBP_2,AE_GNBP_2_BP,AE_GNBP_3,AE_GNBP_3_BP,AE_GNBP_4,AE_GNBP_4_BP,BCH_NSYS_BP,BCH_NSYS_GNBP_0,BCH_NSYS_GNBP_1,BCH_NSYS_GNBP_2,BCH_NSYS_GNBP_3,BCH_NSYS_GNBP_4,BCH_NSYS_CR_BP,BCH_NSYS_CR_GNBP_0,BCH_NSYS_CR_GNBP_1,BCH_NSYS_CR_GNBP_2,BCH_NSYS_CR_GNBP_3,BCH_NSYS_CR_GNBP_4,BCH_SYS_BP,BCH_SYS_GNBP_0,BCH_SYS_GNBP_1,BCH_SYS_GNBP_2,BCH_SYS_GNBP_3,BCH_SYS_GNBP_4
0.0,-1.4612803,[0.01028543 0.8647708  0.87       0.8750562 ],[0.00780633 0.92599636 0.93       0.93380266],[0.00829947 0.9157521  0.92       0.9240516 ],[0.00667033 0.94655967 0.95       0.95323   ],[0.00917635 0.8953183  0.9        0.9044947 ],[0.00599919 0.9568929  0.96       0.9628921 ],[0.00917635 0.8953183  0.9        0.9044947 ],[0.00522497 0.96727765 0.97       0.9725026 ],[0.00875424 0.90552706 0.91       0.9142813 ],[0.00667033 0.94655967 0.95       0.95323   ],[3.3053834e-04 9.9971783e-01 1.0000000e+00 1.0000484e+00],[3.3053834e-04 9.9971783e-01 1.0000000e+00 1.0000484e+00],[3.3053834e-04 9.9971783e-01 1.0000000e+00 1.0000484e+00],[3.3053834e-04 9.9971783e-01 1.0000000e+00 1.0000484e+00],[0.00429227 0.97774166 0.98       0.9820339 ],[3.3053834e-04 9.9971783e-01 1.0000000e+00 1.0000484e+00],[0.00305939 0.98835576 0.99       0.99141514],[0.00522497 0.96727765 0.97       0.9725026 ],[0.00429227 0.97774166 0.98       0.9820339 ],[0.00305939 0.98835576 0.99       0.99141514],[0.00305939 0.98835576 0.99       0.99141514],[0.00522497 0.96727765 0.97       0.9725026 ],[0.00305939 0.98835576 0.99       0.99141514],[0.00667033 0.94655967 0.95       0.95323   ],[0.00305939 0.98835576 0.99       0.99141514],[0.00429227 0.97774166 0.98       0.9820339 ],[0.00522497 0.96727765 0.97       0.9725026 ],[0.00599919 0.9568929  0.96       0.9628921 ]
1.0,-0.46128035,[0.0093626 0.7452895 0.75      0.7546521],[0.00888295 0.78052515 0.785      0.78940815],[0.00929936 0.7503205  0.755      0.7596199 ],[0.00909932 0.76541877 0.77       0.77451813],[0.00954245 0.7302013  0.735      0.73974377],[0.00880699 0.78556263 0.79       0.7943696 ],[0.00902907 0.77045333 0.775      0.77948236],[0.00916776 0.7603851  0.765      0.7695529 ],[0.00976036 0.7100947  0.715      0.71985507],[0.00916776 0.7603851  0.765      0.7695529 ],[0.0051368  0.9373802  0.94       0.94251704],[0.00429227 0.97774166 0.98       0.9820339 ],[0.00305939 0.98835576 0.99       0.99141514],[0.00429227 0.97774166 0.98       0.9820339 ],[0.00305939 0.98835576 0.99       0.99141514],[0.00599919 0.9568929  0.96       0.9628921 ],[0.00586731 0.9170173  0.92       0.92288464],[0.00957012 0.8851238  0.89       0.8946939 ],[0.00957012 0.8851238  0.89       0.8946939 ],[0.00662932 0.8916392  0.895      0.8982685 ],[0.0060313 0.9119359 0.915     0.9179672],[0.00782563 0.8410469  0.845      0.84887254],[0.0071516  0.8713803  0.875      0.87853193],[0.00676627 0.8865712  0.89       0.89333755],[0.00829947 0.9157521  0.92       0.9240516 ],[0.00993892 0.8749417  0.88       0.88488066],[0.00802611 0.83094776 0.835      0.8389739 ],[0.00667033 0.94655967 0.95       0.95323   ]
2.0,0.53871965,[0.00875588 0.43229365 0.43666667 0.44104952],[0.00880321 0.45893458 0.46333334 0.46773776],[0.00866046 0.39901063 0.40333334 0.40767106],[0.00881441 0.5222573  0.52666664 0.5310718 ],[0.00882677 0.4989197  0.50333333 0.50774646],[0.00880321 0.45893458 0.46333334 0.46773776],[0.00879868 0.45560378 0.46       0.46440244],[0.00881991 0.5155884  0.52       0.52440834],[0.00877011 0.43895268 0.44333333 0.4477228 ],[0.00876319 0.43562308 0.44       0.44438627],[0.0071516  0.8713803  0.875      0.87853193],[0.0039765  0.96295744 0.965      0.9669339 ],[0.00423959 0.9578265  0.96       0.96206605],[0.00448467 0.95270455 0.955      0.9571892 ],[0.0060313 0.9119359 0.915     0.9179672],[0.00493139 0.94248235 0.945      0.9474137 ],[0.01027814 0.64984274 0.655      0.66012084],[0.01008593 0.674936   0.68       0.68502194],[0.00976036 0.7100947  0.715      0.71985507],[0.01024226 0.6548602  0.66       0.6651024 ],[0.01052082 0.60972613 0.615      0.62024695],[0.01043887 0.62476534 0.63       0.63520426],[0.01024226 0.6548602  0.66       0.6651024 ],[0.01012697 0.66991603 0.675      0.680043  ],[0.01027814 0.64984274 0.655      0.66012084],[0.01024226 0.6548602  0.66       0.6651024 ],[0.01004355 0.6799566  0.685      0.6900001 ],[0.00970814 0.71512026 0.72       0.7248284 ]
3.0,1.5387197,[0.0038486  0.17030644 0.17222223 0.17415503],[0.00469573 0.20623328 0.20857143 0.21092902],[0.00418699 0.18166575 0.18375    0.18585274],[0.00424126 0.18788843 0.19       0.19212969],[0.00464766 0.20054324 0.20285714 0.20519088],[0.00502443 0.20083266 0.20333333 0.2058571 ],[0.00418699 0.18166575 0.18375    0.18585274],[0.00480987 0.22046146 0.22285715 0.22527131],[0.00421976 0.18539925 0.1875     0.18961902],[0.0045471  0.18916532 0.19142857 0.19371241],[0.00881735 0.5189228  0.5233333  0.5277401 ],[0.00636132 0.843459   0.8466667  0.8498204 ],[0.00580555 0.8737346  0.87666667 0.8795401 ],[0.00521755 0.9006932  0.9033333  0.90591073],[0.0071516  0.8713803  0.875      0.87853193],[0.00624598 0.85018283 0.85333335 0.8564288 ],[0.00730429 0.34885645 0.3525     0.35616076],[0.0074657  0.3887734  0.3925     0.39623913],[0.00641011 0.32280305 0.326      0.32921317],[0.0074304  0.37879166 0.3825     0.38622203],[0.00648712 0.3387638  0.342      0.34525093],[0.00641011 0.32280305 0.326      0.32921317],[0.00870353 0.4123214  0.41666666 0.42102492],[0.00728026 0.3438688  0.3475     0.35114902],[0.00743954 0.38128692 0.385      0.38872647],[0.00753969 0.41373497 0.4175     0.42127466],[0.00754598 0.41623166 0.42       0.42377767],[0.0074304  0.37879166 0.3825     0.38622203]
4.0,2.5387197,[0.00122445 0.05005794 0.05066667 0.05128239],[0.00137261 0.05251787 0.0532     0.05389048],[0.00096537 0.04220285 0.04268293 0.04316822],[0.00114262 0.046307   0.046875   0.04744962],[0.00109236 0.046314   0.04685714 0.04740635],[0.00186575 0.07129491 0.07222223 0.07316066],[0.0012213  0.04801368 0.04862069 0.04923498],[0.00122041 0.04617929 0.04678572 0.0473997 ],[0.00095363 0.03901313 0.03948718 0.03996675],[0.00126825 0.04629302 0.04692308 0.04756128],[0.00476523 0.21476968 0.21714285 0.21953492],[0.0068648 0.7165548 0.72      0.7234196],[0.00753992 0.75620985 0.76       0.7637497 ],[0.00731334 0.77632153 0.78       0.7836349 ],[0.00684594 0.719064   0.7225     0.72590995],[0.00742959 0.7662642  0.77       0.7736938 ],[0.0036507  0.14929482 0.15111111 0.15294552],[0.00261428 0.11441356 0.11571429 0.11702783],[0.00252834 0.11474181 0.116      0.11727015],[0.00248998 0.11076105 0.112      0.11325104],[0.00268954 0.12223294 0.12357143 0.12492248],[0.00244461 0.11440831 0.115625   0.11685292],[0.00442654 0.17636888 0.17857143 0.18079542],[0.00350878 0.15425366 0.156      0.15776244],[0.0038584  0.17141262 0.17333333 0.175271  ],[0.00326733 0.14564654 0.14727272 0.14891389],[0.00313719 0.13207556 0.13363637 0.13521276],[0.00351793 0.15524906 0.157      0.15876698]
5.0,3.5387197,[0.00015594 0.00673017 0.00680769 0.00688611],[0.00033622 0.01343652 0.0136036  0.01377274],[0.0001631  0.00765962 0.00774074 0.00782272],[0.00022999 0.00971125 0.00982558 0.00994124],[0.00015101 0.00647923 0.00655431 0.00663025],[0.0003834  0.01464823 0.01483871 0.01503163],[0.00017064 0.00675007 0.00683486 0.00692071],[0.00032996 0.01245291 0.01261682 0.01278287],[0.00013974 0.00572765 0.0057971  0.00586739],[0.00026473 0.0100907  0.01022222 0.01035544],[0.00212489 0.08331862 0.084375   0.08544351],[0.00624086 0.50521255 0.5083333  0.5114534 ],[0.00618317 0.5652391  0.5683333  0.5714222 ],[0.00623392 0.521882   0.525      0.5281159 ],[0.00623892 0.5118799  0.515      0.51811886],[0.00622002 0.5385551  0.5416667  0.54477507],[0.00076797 0.0308683  0.03125    0.03163627],[0.00040545 0.0176984  0.0179     0.01810385],[0.00044757 0.01944413 0.01966667 0.0198917 ],[0.00045761 0.01918428 0.01941177 0.01964189],[0.00041839 0.01868083 0.01888889 0.01909922],[0.00045769 0.0196575  0.01988506 0.02011519],[0.00218987 0.07676926 0.07785714 0.07895913],[0.00087645 0.03800862 0.03844444 0.03888507],[0.00093311 0.03929217 0.0397561  0.04022528],[0.00081372 0.03406354 0.03446808 0.03487726],[0.00088345 0.03774255 0.03818182 0.03862599],[0.00080886 0.03364044 0.03404255 0.0344493 ]
6.0,4.5387197,[1.6937985e-05 7.3704863e-04 7.4546953e-04 7.5398659e-04],[4.4651271e-05 1.6820810e-03 1.7042607e-03 1.7267324e-03],[1.8274051e-05 9.3244103e-04 9.4153377e-04 9.5071510e-04],[5.1824460e-05 2.1993355e-03 2.2250970e-03 2.2511599e-03],[1.7690536e-05 7.9103606e-04 7.9983252e-04 8.0872665e-04],[6.1792722e-05 2.5524893e-03 2.5832013e-03 2.6142821e-03],[1.3991579e-05 5.8626576e-04 5.9322035e-04 6.0025736e-04],[4.2985328e-05 1.6609973e-03 1.6823530e-03 1.7039827e-03],[1.1543402e-05 4.8511324e-04 4.9085100e-04 4.9665663e-04],[3.6988375e-05 1.4189335e-03 1.4373088e-03 1.4559219e-03],[0.00089465 0.02864692 0.02909091 0.02954157],[0.00405155 0.29964477 0.30166668 0.30369633],[0.00430402 0.31876087 0.32090908 0.32306492],[0.00409154 0.31045786 0.3125     0.31454942],[0.00459669 0.3427053  0.345      0.34730202],[0.00409451 0.31128973 0.31333333 0.3153842 ],[0.00011737 0.00457427 0.00463259 0.00469164],[3.4189696e-05 1.5454986e-03 1.5625000e-03 1.5796884e-03],[3.5739828e-05 1.6323096e-03 1.6500829e-03 1.6680494e-03],[3.3897148e-05 1.5362342e-03 1.5530903e-03 1.5701313e-03],[4.1418018e-05 1.8283135e-03 1.8489065e-03 1.8697315e-03],[4.1401530e-05 1.7771710e-03 1.7977528e-03 1.8185725e-03],[0.00056951 0.01917183 0.01945455 0.01974134],[0.00014418 0.00632692 0.0063986  0.00647109],[0.0001319  0.00575436 0.00581994 0.00588626],[0.00012718 0.00548536 0.00554859 0.00561254],[0.00012564 0.00540338 0.00546584 0.00552902],[0.00012645 0.00557737 0.00564024 0.00570382]
