Eb/N0 (dB),SNR(dB),ext_BCH_sys_BP_3_iter,ext_BCH_sys_BP_5_iter,ext_BCH_sys_BP_10_iter,ext_BCH_sys_BP_20_iter,ext_BCH_sys_BP_50_iter,ext_BCH_sys_BP_200_iter,ext_BCH_nsys_BP_3_iter,ext_BCH_nsys_BP_5_iter,ext_BCH_nsys_BP_10_iter,ext_BCH_nsys_BP_20_iter,ext_BCH_nsys_BP_50_iter,ext_BCH_nsys_BP_200_iter,CCSDS_LDPC_sys_BP_3_iter,CCSDS_LDPC_sys_BP_5_iter,CCSDS_LDPC_sys_BP_10_iter,CCSDS_LDPC_sys_BP_20_iter,CCSDS_LDPC_sys_BP_50_iter,CCSDS_LDPC_sys_BP_200_iter,CCSDS_LDPC_nsys_BP_3_iter,CCSDS_LDPC_nsys_BP_5_iter,CCSDS_LDPC_nsys_BP_10_iter,CCSDS_LDPC_nsys_BP_20_iter,CCSDS_LDPC_nsys_BP_50_iter,CCSDS_LDPC_nsys_BP_200_iter,AE_BP_3_iter_0,AE_BP_3_iter_0_BP_5_iter,AE_BP_3_iter_0_BP_10_iter,AE_BP_3_iter_0_BP_20_iter,AE_BP_3_iter_0_BP_50_iter,AE_BP_3_iter_0_BP_200_iter,AE_BP_3_iter_1,AE_BP_3_iter_1_BP_5_iter,AE_BP_3_iter_1_BP_10_iter,AE_BP_3_iter_1_BP_20_iter,AE_BP_3_iter_1_BP_50_iter,AE_BP_3_iter_1_BP_200_iter,AE_BP_3_iter_2,AE_BP_3_iter_2_BP_5_iter,AE_BP_3_iter_2_BP_10_iter,AE_BP_3_iter_2_BP_20_iter,AE_BP_3_iter_2_BP_50_iter,AE_BP_3_iter_2_BP_200_iter,AE_BP_3_iter_3,AE_BP_3_iter_3_BP_5_iter,AE_BP_3_iter_3_BP_10_iter,AE_BP_3_iter_3_BP_20_iter,AE_BP_3_iter_3_BP_50_iter,AE_BP_3_iter_3_BP_200_iter,AE_BP_3_iter_4,AE_BP_3_iter_4_BP_5_iter,AE_BP_3_iter_4_BP_10_iter,AE_BP_3_iter_4_BP_20_iter,AE_BP_3_iter_4_BP_50_iter,AE_BP_3_iter_4_BP_200_iter,AE_BP_5_iter_0,AE_BP_5_iter_0_BP_10_iter,AE_BP_5_iter_0_BP_20_iter,AE_BP_5_iter_0_BP_50_iter,AE_BP_5_iter_0_BP_200_iter,AE_BP_5_iter_1,AE_BP_5_iter_1_BP_10_iter,AE_BP_5_iter_1_BP_20_iter,AE_BP_5_iter_1_BP_50_iter,AE_BP_5_iter_1_BP_200_iter,AE_BP_5_iter_2,AE_BP_5_iter_2_BP_10_iter,AE_BP_5_iter_2_BP_20_iter,AE_BP_5_iter_2_BP_50_iter,AE_BP_5_iter_2_BP_200_iter,AE_BP_5_iter_3,AE_BP_5_iter_3_BP_10_iter,AE_BP_5_iter_3_BP_20_iter,AE_BP_5_iter_3_BP_50_iter,AE_BP_5_iter_3_BP_200_iter,AE_BP_5_iter_4,AE_BP_5_iter_4_BP_10_iter,AE_BP_5_iter_4_BP_20_iter,AE_BP_5_iter_4_BP_50_iter,AE_BP_5_iter_4_BP_200_iter,AE_BP_10_iter_0,AE_BP_10_iter_0_BP_20_iter,AE_BP_10_iter_0_BP_50_iter,AE_BP_10_iter_0_BP_200_iter,AE_BP_10_iter_1,AE_BP_10_iter_1_BP_20_iter,AE_BP_10_iter_1_BP_50_iter,AE_BP_10_iter_1_BP_200_iter,AE_BP_10_iter_2,AE_BP_10_iter_2_BP_20_iter,AE_BP_10_iter_2_BP_50_iter,AE_BP_10_iter_2_BP_200_iter,AE_BP_10_iter_3,AE_BP_10_iter_3_BP_20_iter,AE_BP_10_iter_3_BP_50_iter,AE_BP_10_iter_3_BP_200_iter,AE_BP_10_iter_4,AE_BP_10_iter_4_BP_20_iter,AE_BP_10_iter_4_BP_50_iter,AE_BP_10_iter_4_BP_200_iter,AE_BP_20_iter_0,AE_BP_20_iter_0_BP_50_iter,AE_BP_20_iter_0_BP_200_iter,AE_BP_20_iter_1,AE_BP_20_iter_1_BP_50_iter,AE_BP_20_iter_1_BP_200_iter,AE_BP_20_iter_2,AE_BP_20_iter_2_BP_50_iter,AE_BP_20_iter_2_BP_200_iter,AE_BP_20_iter_3,AE_BP_20_iter_3_BP_50_iter,AE_BP_20_iter_3_BP_200_iter,AE_BP_20_iter_4,AE_BP_20_iter_4_BP_50_iter,AE_BP_20_iter_4_BP_200_iter,AE_GNBP_3_iter_0,AE_GNBP_3_iter_0_GNBP_5_iter,AE_GNBP_3_iter_0_GNBP_10_iter,AE_GNBP_3_iter_0_GNBP_20_iter,AE_GNBP_3_iter_1,AE_GNBP_3_iter_1_GNBP_5_iter,AE_GNBP_3_iter_1_GNBP_10_iter,AE_GNBP_3_iter_1_GNBP_20_iter,AE_GNBP_3_iter_2,AE_GNBP_3_iter_2_GNBP_5_iter,AE_GNBP_3_iter_2_GNBP_10_iter,AE_GNBP_3_iter_2_GNBP_20_iter,AE_GNBP_3_iter_3,AE_GNBP_3_iter_3_GNBP_5_iter,AE_GNBP_3_iter_3_GNBP_10_iter,AE_GNBP_3_iter_3_GNBP_20_iter,AE_GNBP_3_iter_4,AE_GNBP_3_iter_4_GNBP_5_iter,AE_GNBP_3_iter_4_GNBP_10_iter,AE_GNBP_5_iter_0,AE_GNBP_5_iter_0_GNBP_10_iter,AE_GNBP_5_iter_0_GNBP_20_iter,AE_GNBP_5_iter_1,AE_GNBP_5_iter_1_GNBP_10_iter,AE_GNBP_5_iter_1_GNBP_20_iter,AE_GNBP_5_iter_2,AE_GNBP_5_iter_2_GNBP_10_iter,AE_GNBP_5_iter_2_GNBP_20_iter,AE_GNBP_5_iter_3,AE_GNBP_5_iter_3_GNBP_10_iter,AE_GNBP_5_iter_3_GNBP_20_iter,AE_GNBP_5_iter_4,AE_GNBP_5_iter_4_GNBP_10_iter,AE_GNBP_5_iter_4_GNBP_20_iter,AE_GNBP_10_iter_0,AE_GNBP_10_iter_0_GNBP_20_iter,AE_GNBP_10_iter_1,AE_GNBP_10_iter_1_GNBP_20_iter,AE_GNBP_10_iter_2,AE_GNBP_10_iter_2_GNBP_20_iter,AE_GNBP_10_iter_3,AE_GNBP_10_iter_3_GNBP_20_iter,AE_GNBP_10_iter_4
0.0,-3.0103,[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[0.00256119 0.9886389  0.99       0.9912001 ],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[0.00359637 0.97812295 0.98       0.9817194 ],[0.00609234 0.93688154 0.94       0.94297385],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[0.00256119 0.9886389  0.99       0.9912001 ],[0.00654474 0.926657   0.93       0.93320173],[0.0080242 0.8859238 0.89      0.893948 ],[0.00609234 0.93688154 0.94       0.94297385],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[0.00256119 0.9886389  0.99       0.9912001 ],[0.0069584 0.9164518 0.92      0.9234102],[0.00437912 0.9677332  0.97       0.97211236],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[0.00359637 0.97812295 0.98       0.9817194 ],[0.00559178 0.9471302  0.95       0.95272195],[0.00502873 0.95741004 0.96       0.96243876],[0.00256119 0.9886389  0.99       0.9912001 ],[0.00559178 0.9471302  0.95       0.95272195],[0.00559178 0.9471302  0.95       0.95272195],[0.00359637 0.97812295 0.98       0.9817194 ],[0.00359637 0.97812295 0.98       0.9817194 ],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[0.00437912 0.9677332  0.97       0.97211236],[0.00359637 0.97812295 0.98       0.9817194 ],[0.00502873 0.95741004 0.96       0.96243876],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[0.00359637 0.97812295 0.98       0.9817194 ],[0.00437912 0.9677332  0.97       0.97211236],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[0.00256119 0.9886389  0.99       0.9912001 ],[0.00437912 0.9677332  0.97       0.97211236],[0.00654474 0.926657   0.93       0.93320173],[0.00437912 0.9677332  0.97       0.97211236],[0.00502873 0.95741004 0.96       0.96243876],[0.00359637 0.97812295 0.98       0.9817194 ],[0.00256119 0.9886389  0.99       0.9912001 ],[0.00437912 0.9677332  0.97       0.97211236],[0.00437912 0.9677332  0.97       0.97211236],[0.00437912 0.9677332  0.97       0.97211236],[0.00256119 0.9886389  0.99       0.9912001 ],[0.00359637 0.97812295 0.98       0.9817194 ],[0.00256119 0.9886389  0.99       0.9912001 ],[0.0069584 0.9164518 0.92      0.9234102],[0.00437912 0.9677332  0.97       0.97211236],[0.00654474 0.926657   0.93       0.93320173],[0.00256119 0.9886389  0.99       0.9912001 ],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00]
1.0,-2.0103,[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[0.00654474 0.926657   0.93       0.93320173],[0.00862417 0.8656271  0.87       0.8742513 ],[0.0100592  0.8049194  0.81       0.81497866],[0.01025652 0.79482245 0.8        0.805079  ],[0.00985127 0.8150218  0.82       0.82487303],[0.01079042 0.7645604  0.77       0.77535087],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[0.00256119 0.9886389  0.99       0.9912001 ],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[0.00256119 0.9886389  0.99       0.9912001 ],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[0.00256119 0.9886389  0.99       0.9912001 ],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[2.3235207e-04 9.9980170e-01 1.0000000e+00 1.0000341e+00],[0.0069584 0.9164518 0.92      0.9234102],[0.00915637 0.84536433 0.85       0.8545207 ],[0.01110259 0.74440765 0.75       0.7555102 ],[0.00733987 0.9062627  0.91       0.91360253],[0.0069584 0.9164518 0.92      0.9234102],[0.0080242 0.8859238 0.89      0.893948 ],[0.01124666 0.7343372  0.74       0.7455839 ],[0.01062162 0.7746432  0.78       0.78526485],[0.00437912 0.9677332  0.97       0.97211236],[0.00889795 0.8554919  0.86       0.8643898 ],[0.0100592  0.8049194  0.81       0.81497866],[0.00985127 0.8150218  0.82       0.82487303],[0.0069584 0.9164518 0.92      0.9234102],[0.01044381 0.78473043 0.79       0.79517424],[0.01079042 0.7645604  0.77       0.77535087],[0.0100592  0.8049194  0.81       0.81497866],[0.00733987 0.9062627  0.91       0.91360253],[0.0080242 0.8859238 0.89      0.893948 ],[0.00940071 0.83524376 0.84       0.8446445 ],[0.00559178 0.9471302  0.95       0.95272195],[0.00654474 0.926657   0.93       0.93320173],[0.0080242 0.8859238 0.89      0.893948 ],[0.00940071 0.83524376 0.84       0.8446445 ],[0.0080242 0.8859238 0.89      0.893948 ],[0.00833353 0.8757708  0.88       0.8841044 ],[0.00769392 0.89608735 0.9        0.90378124],[0.00733987 0.9062627  0.91       0.91360253],[0.00889795 0.8554919  0.86       0.8643898 ],[0.00609234 0.93688154 0.94       0.94297385],[0.00963204 0.8251298  0.83       0.8347618 ],[0.00769392 0.89608735 0.9        0.90378124],[0.0080242 0.8859238 0.89      0.893948 ],[0.00833353 0.8757708  0.88       0.8841044 ],[0.0080242 0.8859238 0.89      0.893948 ],[0.0069584 0.9164518 0.92      0.9234102],[0.00502873 0.95741004 0.96       0.96243876],[0.00437912 0.9677332  0.97       0.97211236],[0.00609234 0.93688154 0.94       0.94297385],[0.00915637 0.84536433 0.85       0.8545207 ],[0.00502873 0.95741004 0.96       0.96243876],[0.00940071 0.83524376 0.84       0.8446445 ],[0.0080242 0.8859238 0.89      0.893948 ],[0.00769392 0.89608735 0.9        0.90378124]
