Eb/N0 (dB),SNR(dB),AE_GNBP_0,AE_GNBP_0_ML,AE_GNBP_0_BP,AE_GNBP_1,AE_GNBP_1_ML,AE_GNBP_1_BP,AE_GNBP_2,AE_GNBP_2_ML,AE_GNBP_2_BP,AE_GNBP_3,AE_GNBP_3_ML,AE_GNBP_3_BP,AE_GNBP_4,AE_GNBP_4_ML,AE_GNBP_4_BP,AE_GNBP_5,AE_GNBP_5_ML,AE_GNBP_5_BP,AE_GNBP_6,AE_GNBP_6_ML,AE_GNBP_6_BP,AE_GNBP_7,AE_GNBP_7_ML,AE_GNBP_7_BP,AE_GNBP_8,AE_GNBP_8_ML,AE_GNBP_8_BP,AE_GNBP_9,AE_GNBP_9_ML,AE_GNBP_9_BP,AE_GNBP_10,AE_GNBP_10_ML,AE_GNBP_10_BP,AE_GNBP_11,AE_GNBP_11_ML,AE_GNBP_11_BP,AE_GNBP_12,AE_GNBP_12_ML,AE_GNBP_12_BP,AE_GNBP_13,AE_GNBP_13_ML,AE_GNBP_13_BP,AE_GNBP_14,AE_GNBP_14_ML,AE_GNBP_14_BP,AE_GNBP_15,AE_GNBP_15_ML,AE_GNBP_15_BP,AE_GNBP_16,AE_GNBP_16_ML,AE_GNBP_16_BP,AE_GNBP_17,AE_GNBP_17_ML,AE_GNBP_17_BP,AE_GNBP_18,AE_GNBP_18_ML,AE_GNBP_18_BP,AE_GNBP_19,AE_GNBP_19_ML,AE_GNBP_19_BP,AE_GNBP_20,AE_GNBP_20_ML,AE_GNBP_20_BP,AE_GNBP_21,AE_GNBP_21_ML,AE_GNBP_21_BP,AE_GNBP_22,AE_GNBP_22_ML,AE_GNBP_22_BP,AE_GNBP_23,AE_GNBP_23_ML,AE_GNBP_23_BP,AE_GNBP_24,AE_GNBP_24_ML,AE_GNBP_24_BP,AE_GNBP_25,AE_GNBP_25_ML,AE_GNBP_25_BP,AE_GNBP_26,AE_GNBP_26_ML,AE_GNBP_26_BP,AE_GNBP_27,AE_GNBP_27_ML,AE_GNBP_27_BP,AE_GNBP_28,AE_GNBP_28_ML,AE_GNBP_28_BP,AE_GNBP_29,AE_GNBP_29_ML,AE_GNBP_29_BP,AE_GNBP_30,AE_GNBP_30_ML,AE_GNBP_30_BP,AE_GNBP_31,AE_GNBP_31_ML,AE_GNBP_31_BP,AE_GNBP_32,AE_GNBP_32_ML,AE_GNBP_32_BP,AE_GNBP_33,AE_GNBP_33_ML,AE_GNBP_33_BP,AE_GNBP_34,AE_GNBP_34_ML,AE_GNBP_34_BP,AE_GNBP_35,AE_GNBP_35_ML,AE_GNBP_35_BP,AE_GNBP_36,AE_GNBP_36_ML,AE_GNBP_36_BP,AE_GNBP_37,AE_GNBP_37_ML,AE_GNBP_37_BP,AE_GNBP_38,AE_GNBP_38_ML,AE_GNBP_38_BP,AE_GNBP_39,AE_GNBP_39_ML,AE_GNBP_39_BP,AE_GNBP_40,AE_GNBP_40_ML,AE_GNBP_40_BP,AE_GNBP_41,AE_GNBP_41_ML,AE_GNBP_41_BP,AE_GNBP_42,AE_GNBP_42_ML,AE_GNBP_42_BP,AE_GNBP_43,AE_GNBP_43_ML,AE_GNBP_43_BP,AE_GNBP_44,AE_GNBP_44_ML,AE_GNBP_44_BP,AE_GNBP_45,AE_GNBP_45_ML,AE_GNBP_45_BP,AE_GNBP_46,AE_GNBP_46_ML,AE_GNBP_46_BP,AE_GNBP_47,AE_GNBP_47_ML,AE_GNBP_47_BP,AE_GNBP_48,AE_GNBP_48_ML,AE_GNBP_48_BP,AE_GNBP_49,AE_GNBP_49_ML,AE_GNBP_49_BP
0.0,-2.8724172,[0.01434505 0.61613375 0.62333333 0.6304788 ],[0.01232536 0.35635993 0.3625     0.36868528],[0.01474656 0.53595054 0.54333335 0.5506971 ],[0.01452308 0.589384   0.5966667  0.60390705],[0.01412074 0.3429725  0.35       0.35709324],[0.01443974 0.602756   0.61       0.6171957 ],[0.01479039 0.5126004  0.52       0.52739084],[0.01395606 0.32639182 0.33333334 0.3403479 ],[0.01479401 0.509266   0.51666665 0.52406   ],[0.01471782 0.54596275 0.55333334 0.56068057],[0.01434505 0.36952117 0.37666667 0.38386622],[0.01426646 0.6261709  0.6333333  0.64043736],[0.01459529 0.57601744 0.5833333  0.5906127 ],[0.01441714 0.37948295 0.38666666 0.39390007],[0.01471782 0.54596275 0.55333334 0.56068057],[0.01452308 0.589384   0.5966667  0.60390705],[0.01434505 0.36952117 0.37666667 0.38386622],[0.01471782 0.54596275 0.55333334 0.56068057],[0.01480223 0.4925989  0.5        0.5074011 ],[0.01441714 0.37948295 0.38666666 0.39390007],[0.01467012 0.559317   0.56666666 0.5739871 ],[0.01472807 0.542625   0.55       0.5573531 ],[0.01446163 0.3861259  0.39333335 0.40058753],[0.01456057 0.58269995 0.59       0.59726053],[0.01448281 0.5960693  0.60333335 0.61055213],[0.01434505 0.36952117 0.37666667 0.38386622],[0.01461162 0.57267666 0.58       0.58728826],[0.01474656 0.53595054 0.54333335 0.5506971 ],[0.01232536 0.35635993 0.3625     0.36868528],[0.01468306 0.55597794 0.56333333 0.57066095],[0.01464223 0.5659961  0.5733333  0.58063835],[0.01246058 0.376289   0.3825     0.3887496 ],[0.01474656 0.53595054 0.54333335 0.5506971 ],[0.01468306 0.55597794 0.56333333 0.57066095],[0.01443974 0.38280421 0.39       0.39724398],[0.01471782 0.54596275 0.55333334 0.56068057],[0.01476932 0.52594143 0.53333336 0.54071075],[0.01169283 0.28918728 0.295      0.3008801 ],[0.01480092 0.49926472 0.50666666 0.5140656 ],[0.01472807 0.542625   0.55       0.5573531 ],[0.01426646 0.35956264 0.36666667 0.37382913],[0.01457827 0.5793586  0.58666664 0.5939368 ],[0.01476239 0.52927744 0.5366667  0.54403985],[0.01212378 0.33146483 0.3375     0.3435886 ],[0.01476932 0.52594143 0.53333336 0.54071075],[0.01479401 0.509266   0.51666665 0.52406   ],[0.01448281 0.38944793 0.39666668 0.40393072],[0.01479039 0.5126004  0.52       0.52739084],[0.01457827 0.5793586  0.58666664 0.5939368 ],[0.01421041 0.3529255  0.36       0.3671359 ],[0.01456057 0.58269995 0.59       0.59726053],[0.01480223 0.4925989  0.5        0.5074011 ],[0.01421041 0.3529255  0.36       0.3671359 ],[0.01472807 0.542625   0.55       0.5573531 ],[0.0147069  0.5493008  0.5566667  0.56400764],[0.01439383 0.376162   0.38333333 0.3905558 ],[0.01468306 0.55597794 0.56333333 0.57066095],[0.01459529 0.57601744 0.5833333  0.5906127 ],[0.01434505 0.36952117 0.37666667 0.38386622],[0.01464223 0.5659961  0.5733333  0.58063835],[0.0145033  0.59272647 0.6        0.6072297 ],[0.01421041 0.3529255  0.36       0.3671359 ],[0.01459529 0.57601744 0.5833333  0.5906127 ],[0.01464223 0.5659961  0.5733333  0.58063835],[0.01426646 0.35956264 0.36666667 0.37382913],[0.01454217 0.5860417  0.5933333  0.6005839 ],[0.0128193  0.49109077 0.4975     0.50391006],[0.01457827 0.4060632  0.41333333 0.42064148],[0.01464223 0.5659961  0.5733333  0.58063835],[0.01479697 0.47927108 0.48666668 0.49406806],[0.01207898 0.32648802 0.3325     0.33856702],[0.01473765 0.5392876  0.5466667  0.55402523],[0.01469532 0.5526392  0.56       0.5673345 ],[0.01426646 0.35956264 0.36666667 0.37382913],[0.01471782 0.54596275 0.55333334 0.56068057],[0.01759849 0.6111613  0.62       0.6287598 ],[0.01811981 0.475945   0.485      0.4940648 ],[0.01459529 0.57601744 0.5833333  0.5906127 ],[0.01478117 0.51927024 0.52666664 0.53405136],[0.01426646 0.35956264 0.36666667 0.37382913],[0.01479927 0.50259817 0.51       0.5173974 ],[0.01465652 0.5626564  0.57       0.57731295],[0.01452308 0.39609298 0.40333334 0.41061607],[0.01281369 0.5085907  0.515      0.5214044 ],[0.01473765 0.5392876  0.5466667  0.55402523],[0.01205601 0.32399994 0.33       0.33605593],[0.01464223 0.5659961  0.5733333  0.58063835],[0.01478611 0.5159351  0.5233333  0.53072125],[0.01461162 0.4127117  0.42       0.4273233 ],[0.01469532 0.5526392  0.56       0.5673345 ],[0.01479039 0.5126004  0.52       0.52739084],[0.01203265 0.32151204 0.3275     0.33354467],[0.01464223 0.5659961  0.5733333  0.58063835],[0.01439383 0.6094442  0.6166667  0.623838  ],[0.01250549 0.38376534 0.39       0.3962708 ],[0.01479039 0.5126004  0.52       0.52739084],[0.01480092 0.48593432 0.49333334 0.5007352 ],[0.01415138 0.34628978 0.35333332 0.36044118],[0.01469532 0.5526392  0.56       0.5673345 ],[0.01479927 0.50259817 0.51       0.5173974 ],[0.01431958 0.3662013  0.37333333 0.3805209 ],[0.01471782 0.54596275 0.55333334 0.56068057],[0.0148019  0.48926643 0.49666667 0.5040683 ],[0.01431958 0.3662013  0.37333333 0.3805209 ],[0.01476932 0.52594143 0.53333336 0.54071075],[0.01441714 0.6060999  0.61333334 0.6205171 ],[0.01448281 0.38944793 0.39666668 0.40393072],[0.01473765 0.5392876  0.5466667  0.55402523],[0.01464223 0.5659961  0.5733333  0.58063835],[0.01454217 0.39941606 0.40666667 0.41395822],[0.01454217 0.5860417  0.5933333  0.6005839 ],[0.0148019  0.48926643 0.49666667 0.5040683 ],[0.0143698  0.37284142 0.38       0.3872112 ],[0.01443974 0.602756   0.61       0.6171957 ],[0.01439383 0.6094442  0.6166667  0.623838  ],[0.0143698  0.37284142 0.38       0.3872112 ],[0.01476932 0.52594143 0.53333336 0.54071075],[0.01474656 0.53595054 0.54333335 0.5506971 ],[0.01448281 0.38944793 0.39666668 0.40393072],[0.01479401 0.509266   0.51666665 0.52406   ],[0.01471782 0.54596275 0.55333334 0.56068057],[0.01207898 0.32648802 0.3325     0.33856702],[0.01456057 0.58269995 0.59       0.59726053],[0.01472807 0.542625   0.55       0.5573531 ],[0.01405717 0.3363391  0.34333333 0.35039625],[0.01478117 0.51927024 0.52666664 0.53405136],[0.01464223 0.5659961  0.5733333  0.58063835],[0.01423881 0.35624388 0.36333334 0.3704827 ],[0.01479039 0.5126004  0.52       0.52739084],[0.01479697 0.5059319  0.5133333  0.5207289 ],[0.01465652 0.42268705 0.43       0.4373436 ],[0.01479401 0.509266   0.51666665 0.52406   ],[0.01745515 0.62622803 0.635      0.64368314],[0.01415138 0.34628978 0.35333332 0.36044118],[0.01434505 0.61613375 0.62333333 0.6304788 ],[0.01454217 0.5860417  0.5933333  0.6005839 ],[0.01426646 0.35956264 0.36666667 0.37382913],[0.01476932 0.52594143 0.53333336 0.54071075],[0.01480092 0.49926472 0.50666666 0.5140656 ],[0.01399054 0.3297072  0.33666667 0.34369773],[0.01457827 0.5793586  0.58666664 0.5939368 ],[0.01478117 0.51927024 0.52666664 0.53405136],[0.01429339 0.3628818  0.37       0.37717518],[0.01468306 0.55597794 0.56333333 0.57066095],[0.01478117 0.51927024 0.52666664 0.53405136],[0.01415138 0.34628978 0.35333332 0.36044118],[0.01468306 0.55597794 0.56333333 0.57066095],[0.01473765 0.5392876  0.5466667  0.55402523],[0.01441714 0.37948295 0.38666666 0.39390007],[0.01772401 0.5961034  0.605      0.61382747]
1.0,-1.8724172,[0.0126217  0.40620354 0.4125     0.41882524],[0.00769018 0.19189776 0.19571428 0.19958796],[0.01105958 0.36248755 0.368      0.37354714],[0.01259825 0.40121606 0.4075     0.41381434],[0.00723199 0.16355814 0.16714285 0.17079012],[0.01247589 0.37878093 0.385      0.39125684],[0.01230685 0.35386956 0.36       0.36617643],[0.0082679  0.18923298 0.19333333 0.19750088],[0.01249086 0.38127306 0.3875     0.39376393],[0.0125337  0.3887504  0.395      0.40128413],[0.00946913 0.21330251 0.218      0.22277163],[0.01265436 0.41368598 0.42       0.42634034],[0.01265436 0.41368598 0.42       0.42634034],[0.00982234 0.23712274 0.242      0.24694508],[0.01113123 0.37445015 0.38       0.38558137],[0.01269325 0.4236649  0.43       0.43635812],[0.00862497 0.2123852  0.21666667 0.22101018],[0.01264381 0.41119164 0.4175     0.42383546],[0.01232536 0.35635993 0.3625     0.36868528],[0.00845185 0.2008064  0.205      0.20925824],[0.01250549 0.38376534 0.39       0.3962708 ],[0.0112252  0.39240077 0.398      0.403626  ],[0.00871929 0.21900399 0.22333333 0.22772329],[0.01269325 0.4236649  0.43       0.43635812],[0.01259825 0.40121606 0.4075     0.41381434],[0.00953111 0.217271   0.222      0.22680211],[0.011021   0.3565076  0.362      0.36752862],[0.01084791 0.33259732 0.338      0.34344524],[0.00847723 0.20246018 0.20666666 0.21093743],[0.01098057 0.35052863 0.356      0.36150917],[0.01071526 0.31666577 0.322      0.327381  ],[0.00769018 0.19189776 0.19571428 0.19958796],[0.010909   0.3405657  0.346      0.35147473],[0.01241252 0.36881426 0.375      0.3812268 ],[0.00860088 0.21073078 0.215      0.21933167],[0.01087888 0.33658132 0.342      0.34746018],[0.01224915 0.34639966 0.3525     0.35864884],[0.00742362 0.17488982 0.17857143 0.18231343],[0.01226875 0.34888947 0.355      0.3611582 ],[0.01230685 0.35386956 0.36       0.36617643],[0.00998289 0.2490409  0.254      0.2590238 ],[0.01100773 0.3545145  0.36       0.36552224],[0.01251976 0.38625777 0.3925     0.39877754],[0.00815764 0.18262218 0.18666667 0.19077982],[0.01247589 0.37878093 0.385      0.39125684],[0.01079982 0.32662216 0.332      0.33742198],[0.00797245 0.21175475 0.21571429 0.2197272 ],[0.01103407 0.35850084 0.364      0.3695349 ],[0.0123613  0.36134112 0.3675     0.3737024 ],[0.00850239 0.2041141  0.20833333 0.21261649],[0.01258602 0.39872262 0.405      0.41130862],[0.011021   0.3565076  0.362      0.36752862],[0.00837438 0.19584568 0.2        0.20422007],[0.01241252 0.36881426 0.375      0.3812268 ],[0.01258602 0.39872262 0.405      0.41130862],[0.00973815 0.23116563 0.236      0.24090378],[0.01258602 0.39872262 0.405      0.41130862],[0.0127615  0.44612706 0.4525     0.45888853],[0.00891988 0.23390207 0.23833333 0.24282193],[0.01259825 0.40121606 0.4075     0.41381434],[0.01251976 0.38625777 0.3925     0.39877754],[0.00834811 0.19419234 0.19833334 0.20254044],[0.01104693 0.36049414 0.366      0.37154108],[0.01110815 0.3704622  0.376      0.38157037],[0.00842625 0.19915272 0.20333333 0.20757897],[0.01266458 0.41618046 0.4225     0.42884502],[0.01104693 0.36049414 0.366      0.37154108],[0.00789478 0.20607984 0.21       0.21397462],[0.01222918 0.34391004 0.35       0.35613924],[0.01056823 0.30074134 0.306      0.3113096 ],[0.00804345 0.17601335 0.18       0.18405679],[0.01224915 0.34639966 0.3525     0.35864884],[0.01250549 0.38376534 0.39       0.3962708 ],[0.00857658 0.20907645 0.21333334 0.21765302],[0.01271895 0.4311508  0.4375     0.44386977],[0.010909   0.3405657  0.346      0.35147473],[0.009877   0.24109489 0.246      0.25097188],[0.01076666 0.32263926 0.328      0.33340594],[0.01228798 0.35137942 0.3575     0.3636674 ],[0.00860088 0.21073078 0.215      0.21933167],[0.01081606 0.3286138  0.334      0.33942983],[0.01096668 0.34853584 0.354      0.3595025 ],[0.00783499 0.20182443 0.20571429 0.20965943],[0.01269325 0.4236649  0.43       0.43635812],[0.01104693 0.36049414 0.366      0.37154108],[0.00771133 0.19331564 0.19714285 0.20102696],[0.01093826 0.34455055 0.35       0.35548884],[0.00980542 0.32011643 0.325      0.32992187],[0.0081921  0.22878619 0.23285714 0.23697828],[0.01263292 0.40869752 0.415      0.42133042],[0.01084791 0.33259732 0.338      0.34344524],[0.00857658 0.20907645 0.21333334 0.21765302],[0.01098057 0.35052863 0.356      0.36150917],[0.01100773 0.3545145  0.36       0.36552224],[0.00855206 0.20742224 0.21166667 0.21597432],[0.01257345 0.3962293  0.4025     0.40880272],[0.01071526 0.31666577 0.322      0.327381  ],[0.00775316 0.19615158 0.2        0.20390475],[0.01244491 0.37379727 0.38       0.38624218],[0.01232536 0.35635993 0.3625     0.36868528],[0.00742362 0.17488982 0.17857143 0.18231343],[0.0108635  0.33458927 0.34       0.34545276],[0.01093826 0.34455055 0.35       0.35548884],[0.00876523 0.222314   0.22666667 0.23107922],[0.01230685 0.35386956 0.36       0.36617643],[0.01105958 0.36248755 0.368      0.37354714],[0.00883267 0.22727972 0.23166667 0.23611239],[0.01113123 0.37445015 0.38       0.38558137],[0.01256054 0.39373615 0.4        0.4062967 ],[0.00871929 0.21900399 0.22333333 0.22772329],[0.01100773 0.3545145  0.36       0.36552224],[0.0123613  0.36134112 0.3675     0.3737024 ],[0.00855206 0.20742224 0.21166667 0.21597432],[0.011021   0.3565076  0.362      0.36752862],[0.01226875 0.34888947 0.355      0.3611582 ],[0.00883267 0.22727972 0.23166667 0.23611239],[0.01073262 0.31865683 0.324      0.32938942],[0.01093826 0.34455055 0.35       0.35548884],[0.00860088 0.21073078 0.215      0.21933167],[0.01100773 0.3545145  0.36       0.36552224],[0.01250549 0.38376534 0.39       0.3962708 ],[0.00837438 0.19584568 0.2        0.20422007],[0.01265436 0.41368598 0.42       0.42634034],[0.0123958  0.36632305 0.3725     0.37871885],[0.00850239 0.2041141  0.20833333 0.21261649],[0.01250549 0.38376534 0.39       0.3962708 ],[0.01079982 0.32662216 0.332      0.33742198],[0.00869602 0.21734914 0.22166666 0.22604516],[0.01234351 0.35885042 0.365      0.37119395],[0.011021   0.3565076  0.362      0.36752862],[0.0089412  0.23555787 0.24       0.24449907],[0.01256054 0.39373615 0.4        0.4062967 ],[0.01084791 0.33259732 0.338      0.34344524],[0.00773232 0.19473357 0.19857143 0.2024659 ],[0.0108635  0.33458927 0.34       0.34545276],[0.01251976 0.38625777 0.3925     0.39877754],[0.00779438 0.19898786 0.20285714 0.20678224],[0.0123958  0.36632305 0.3725     0.37871885],[0.0126217  0.40620354 0.4125     0.41882524],[0.0076474  0.18906228 0.19285715 0.19670968],[0.010909   0.3405657  0.346      0.35147473],[0.01079982 0.32662216 0.332      0.33742198],[0.00869602 0.21734914 0.22166666 0.22604516],[0.01232536 0.35635993 0.3625     0.36868528],[0.01242889 0.37130567 0.3775     0.38373455],[0.00818557 0.1842747  0.18833333 0.19246027],[0.01116433 0.3804328  0.386      0.39159712],[0.01093826 0.34455055 0.35       0.35548884],[0.00749253 0.17914066 0.18285714 0.1866332 ],[0.01250549 0.38376534 0.39       0.3962708 ]
2.0,-0.8724172,[0.00752592 0.21750994 0.22125    0.22503586],[0.00349594 0.0847386  0.08647059 0.08823454],[0.00771557 0.2336638  0.2375     0.24137935],[0.00810296 0.22168857 0.22571428 0.22979152],[0.00346596 0.07765931 0.079375   0.08112526],[0.0089412  0.23555787 0.24       0.24449907],[0.00666065 0.18335924 0.18666667 0.19001988],[0.0032898  0.07892597 0.08055556 0.08221577],[0.00662993 0.18115254 0.18444444 0.18778245],[0.0081921  0.22878619 0.23285714 0.23697828],[0.00400729 0.08494031 0.08692308 0.08894761],[0.00804786 0.2174308  0.22142857 0.22547865],[0.00628383 0.18087886 0.184      0.18716268],[0.00446409 0.10855686 0.11076923 0.11302095],[0.00716605 0.19019213 0.19375    0.19735819],[0.007016   0.2109573  0.21444444 0.2179733 ],[0.00407251 0.09583976 0.09785714 0.09991228],[0.00831142 0.23872557 0.24285714 0.247037  ],[0.00738489 0.20633137 0.21       0.21371627],[0.00410187 0.08950818 0.09153846 0.09361005],[0.00885476 0.22893517 0.23333333 0.23778991],[0.00696254 0.20653991 0.21       0.21350245],[0.00357566 0.08322922 0.085      0.08680487],[0.00795325 0.21033591 0.21428572 0.21828917],[0.00700275 0.2098529  0.21333334 0.21685565],[0.00340282 0.07456601 0.07625    0.07796882],[0.00806636 0.21884999 0.22285715 0.22691634],[0.00690783 0.20212315 0.20555556 0.20903097],[0.00416365 0.10079396 0.10285714 0.10495761],[0.00740097 0.20757325 0.21125    0.21497421],[0.0053577  0.15234004 0.155      0.15769775],[0.00358053 0.08940201 0.09117647 0.09298254],[0.00616195 0.17194039 0.175      0.17810234],[0.00651953 0.17343052 0.17666666 0.17995004],[0.00381474 0.08944387 0.09133333 0.09325861],[0.00723537 0.19515707 0.19875    0.20239244],[0.00667587 0.18446265 0.18777777 0.19113852],[0.00338582 0.07891154 0.08058824 0.08229735],[0.00889836 0.23224634 0.23666666 0.24114469],[0.00824401 0.23304553 0.23714286 0.24128954],[0.00358755 0.08384825 0.085625   0.0874358 ],[0.00733601 0.20260613 0.20625    0.20994215],[0.00666065 0.18335924 0.18666667 0.19001988],[0.00359939 0.0844673  0.08625    0.08806669],[0.00723537 0.19515707 0.19875    0.20239244],[0.00683764 0.1966031  0.2        0.20344074],[0.00366923 0.08818223 0.09       0.09185146],[0.00623037 0.17690584 0.18       0.18313622],[0.00733601 0.20260613 0.20625    0.20994215],[0.00365773 0.087563   0.089375   0.09122073],[0.00744859 0.21129912 0.215      0.2187477 ],[0.00689395 0.20101905 0.20444444 0.20791301],[0.00363314 0.08020175 0.082      0.08383489],[0.00675068 0.1899804  0.19333333 0.19673108],[0.00680899 0.19439536 0.19777778 0.20120436],[0.0034525  0.08240747 0.08411764 0.08585997],[0.00824401 0.23304553 0.23714286 0.24128954],[0.00836066 0.24298628 0.24714285 0.25134695],[0.00391298 0.09472784 0.09666666 0.09864083],[0.00751065 0.21626768 0.22       0.22377834],[0.00738489 0.20633137 0.21       0.21371627],[0.00423787 0.0963629  0.09846154 0.10060077],[0.00885476 0.22893517 0.23333333 0.23778991],[0.00654677 0.201746   0.205      0.20829277],[0.00357566 0.08322922 0.085      0.08680487],[0.00741694 0.20881516 0.2125     0.21623209],[0.00662993 0.18115254 0.18444444 0.18778245],[0.00373715 0.09189811 0.09375    0.09563527],[0.00685184 0.19770703 0.20111111 0.20455888],[0.00603408 0.16300492 0.166      0.169039  ],[0.00319474 0.07397369 0.07555556 0.07716842],[0.00797245 0.21175475 0.21571429 0.2197272 ],[0.00810296 0.22168857 0.22571428 0.22979152],[0.00341939 0.08065939 0.08235294 0.08407877],[0.00813901 0.2245274  0.22857143 0.23266642],[0.00693534 0.20433146 0.20777778 0.21126679],[0.00368068 0.08880148 0.090625   0.09248216],[0.00738489 0.20633137 0.21       0.21371627],[0.00632318 0.18385898 0.187      0.19018216],[0.00394887 0.09670982 0.09866667 0.10065868],[0.00728618 0.19888134 0.2025     0.20616753],[0.00747982 0.21378331 0.2175     0.22126313],[0.00429621 0.0994105  0.10153846 0.10370671],[0.00731951 0.20136449 0.205      0.208684  ],[0.0067359  0.18887676 0.19222222 0.19561265],[0.00350668 0.08532145 0.08705882 0.08882812],[0.00720093 0.19267449 0.19625    0.19987541],[0.00596372 0.17885533 0.18181819 0.18481904],[0.00464762 0.11923379 0.12153846 0.1238814 ],[0.00700275 0.2098529  0.21333334 0.21685565],[0.00672102 0.18777317 0.19111112 0.19449419],[0.00425258 0.09712473 0.09923077 0.10137732],[0.00645437 0.16901898 0.17222223 0.17547336],[0.00686596 0.198811   0.20222223 0.20567694],[0.00390091 0.09406725 0.096      0.09796816],[0.00720093 0.19267449 0.19625    0.19987541],[0.00672102 0.18777317 0.19111112 0.19449419],[0.00338582 0.07891154 0.08058824 0.08229735],[0.00600482 0.16101968 0.164      0.1670245 ],[0.00795325 0.21033591 0.21428572 0.21828917],[0.00381474 0.08944387 0.09133333 0.09325861],[0.00726935 0.19763987 0.20125    0.20490922],[0.00690783 0.20212315 0.20555556 0.20903097],[0.00433917 0.1016966  0.10384616 0.10603575],[0.0073687  0.20508957 0.20875    0.21245828],[0.00693534 0.20433146 0.20777778 0.21126679],[0.00382723 0.09010426 0.092      0.09393149],[0.00735241 0.20384783 0.2075     0.21120024],[0.00688    0.199915   0.20333333 0.20679499],[0.00373715 0.09189811 0.09375    0.09563527],[0.00746425 0.21254118 0.21625    0.22000544],[0.00628383 0.18087886 0.184      0.18716268],[0.00329389 0.0742518  0.07588235 0.07754569],[0.00741694 0.20881516 0.2125     0.21623209],[0.00675068 0.1899804  0.19333333 0.19673108],[0.003094   0.07320455 0.07473684 0.07629855],[0.00649888 0.19777022 0.201      0.2042691 ],[0.00627057 0.17988555 0.183      0.18615611],[0.00391298 0.09472784 0.09666666 0.09864083],[0.00726935 0.19763987 0.20125    0.20490922],[0.00746425 0.21254118 0.21625    0.22000544],[0.0035275  0.0807534  0.0825     0.08428091],[0.00804786 0.2174308  0.22142857 0.22547865],[0.00672102 0.18777317 0.19111112 0.19449419],[0.00390091 0.09406725 0.096      0.09796816],[0.00651953 0.17343052 0.17666666 0.17995004],[0.00666065 0.18335924 0.18666667 0.19001988],[0.00366923 0.08818223 0.09       0.09185146],[0.00733601 0.20260613 0.20625    0.20994215],[0.00580817 0.16711563 0.17       0.1729238 ],[0.00449109 0.11008174 0.11230769 0.11457283],[0.00651094 0.19876412 0.202      0.20527506],[0.00659885 0.178946   0.18222222 0.18554486],[0.003925   0.09538848 0.09733333 0.09931348],[0.00735241 0.20384783 0.2075     0.21120024],[0.00683764 0.1966031  0.2        0.20344074],[0.00382723 0.09010426 0.092      0.09393149],[0.00676539 0.19108407 0.19444445 0.19784947],[0.00738489 0.20633137 0.21       0.21371627],[0.003925   0.09538848 0.09733333 0.09931348],[0.00799152 0.21317366 0.21714285 0.22116518],[0.00735241 0.20384783 0.2075     0.21120024],[0.00335176 0.07716393 0.07882353 0.08051569],[0.00726935 0.19763987 0.20125    0.20490922],[0.00667587 0.18446265 0.18777777 0.19113852],[0.0038802  0.08593639 0.08785714 0.08981659],[0.0081921  0.22878619 0.23285714 0.23697828],[0.00716605 0.19019213 0.19375    0.19735819],[0.00330012 0.07947634 0.08111111 0.08277647],[0.00705861 0.18274647 0.18625    0.18980509]
