Eb/N0 (dB),SNR(dB),AE_GNBP_0,AE_GNBP_0_BP,AE_GNBP_1,AE_GNBP_1_BP,AE_GNBP_2,AE_GNBP_2_BP,AE_GNBP_3,AE_GNBP_3_BP,AE_GNBP_4,AE_GNBP_4_BP,LDPC_SYS_BP,LDPC_SYS_GNBP_0,LDPC_SYS_GNBP_1,LDPC_SYS_GNBP_2,LDPC_SYS_GNBP_3,LDPC_SYS_GNBP_4,LDPC_NSYS_BP,LDPC_NSYS_GNBP_0,LDPC_NSYS_GNBP_1,LDPC_NSYS_GNBP_2,LDPC_NSYS_GNBP_3,LDPC_NSYS_GNBP_4
0.0,-3.0103,0.8199999928474426,0.9200000166893005,0.8100000023841858,0.8399999737739563,0.8299999833106995,0.8600000143051147,0.7699999809265137,0.8100000023841858,0.7799999713897705,0.8299999833106995,1.0,0.9700000286102295,0.9800000190734863,0.9200000166893005,0.9399999976158142,0.9599999785423279,0.7599999904632568,0.7950000166893005,0.7699999809265137,0.7599999904632568,0.8050000071525574,0.7850000262260437
1.0,-2.0103,0.6000000238418579,0.5649999976158142,0.6050000190734863,0.6050000190734863,0.6100000143051147,0.6349999904632568,0.5699999928474426,0.6050000190734863,0.6299999952316284,0.5950000286102295,0.8700000047683716,0.8999999761581421,0.8500000238418579,0.8600000143051147,0.8999999761581421,0.875,0.476666659116745,0.5799999833106995,0.5400000214576721,0.550000011920929,0.574999988079071,0.49000000953674316
2.0,-1.0102999,0.33500000834465027,0.32749998569488525,0.3700000047683716,0.3566666543483734,0.4000000059604645,0.3933333456516266,0.3075000047683716,0.33666667342185974,0.32749998569488525,0.3566666543483734,0.7350000143051147,0.7300000190734863,0.7850000262260437,0.699999988079071,0.7549999952316284,0.7350000143051147,0.25833332538604736,0.2879999876022339,0.2840000092983246,0.2316666692495346,0.27666667103767395,0.27000001072883606
3.0,-0.010299921,0.1340000033378601,0.1525000035762787,0.1327272653579712,0.1574999988079071,0.17249999940395355,0.20600000023841858,0.1218181848526001,0.15142856538295746,0.12800000607967377,0.17428570985794067,0.6050000190734863,0.4925000071525574,0.4724999964237213,0.5299999713897705,0.5333333611488342,0.5333333611488342,0.07809523493051529,0.08523809164762497,0.09222222119569778,0.08349999785423279,0.0759090930223465,0.08833333104848862
4.0,0.9897001,0.03159090876579285,0.04916666820645332,0.042941175401210785,0.06937500089406967,0.05000000074505806,0.0923076942563057,0.027499999850988388,0.051363635808229446,0.030222222208976746,0.060555554926395416,0.3799999952316284,0.3319999873638153,0.28333333134651184,0.26499998569488525,0.2742857038974762,0.31166666746139526,0.018157895654439926,0.01372262742370367,0.014800000004470348,0.016106193885207176,0.014999999664723873,0.014531250111758709
5.0,1.9897001,0.0059036146849393845,0.019166667014360428,0.006570247933268547,0.02083333395421505,0.012167831882834435,0.044333335012197495,0.004248554818332195,0.013902438804507256,0.006527777761220932,0.02072727307677269,0.31333333253860474,0.13357143104076385,0.13833333551883698,0.11687500029802322,0.10882353037595749,0.12133333086967468,0.0020268007647246122,0.00167736760340631,0.0013662604615092278,0.0013664987636730075,0.001362169161438942,0.0014610389480367303
6.0,2.9897,0.0008997429395094514,0.006883116904646158,0.0010348906507715583,0.0064383563585579395,0.002265331568196416,0.017101449891924858,0.00045079714618623257,0.004357142839580774,0.0009724770789034665,0.008604651317000389,0.15333333611488342,0.038235295563936234,0.04285714402794838,0.03920000046491623,0.036153845489025116,0.03999999910593033,0.0001493289601057768,7.480000203941017e-05,7.560000085504726e-05,8.320000051753595e-05,6.959999882383272e-05,8.160000288626179e-05
