Eb/N0 (dB),SNR(dB),AE_GNBP_0,AE_GNBP_0_ML,AE_GNBP_0_BP,AE_GNBP_1,AE_GNBP_1_ML,AE_GNBP_1_BP,BCH_SYS_BP,BCH_SYS_GNBP_0,BCH_SYS_GNBP_1,BCH_NSYS_BP,BCH_NSYS_GNBP_0,BCH_NSYS_GNBP_1,BCH_ML
0.0,-2.8724172,0.5333333611488342,0.3799999952316284,0.6333333253860474,0.49000000953674316,0.33250001072883606,0.5199999809265137,0.7950000166893005,0.6650000214576721,0.7200000286102295,0.75,0.7549999952316284,0.7400000095367432,0.29750001430511475
1.0,-1.8724172,0.38499999046325684,0.23333333432674408,0.36250001192092896,0.335999995470047,0.17000000178813934,0.3824999928474426,0.6299999952316284,0.4933333396911621,0.5299999713897705,0.550000011920929,0.5799999833106995,0.5666666626930237,0.15000000596046448
2.0,-0.8724172,0.17444443702697754,0.10083333402872086,0.2199999988079071,0.1899999976158142,0.08562500029802322,0.1912499964237213,0.38999998569488525,0.35199999809265137,0.3580000102519989,0.3166666626930237,0.3799999952316284,0.36399999260902405,0.06294117867946625
3.0,0.12758279,0.08285713940858841,0.024354837834835052,0.10000000149011612,0.07818181812763214,0.027288135141134262,0.08277777582406998,0.2383333295583725,0.21250000596046448,0.20374999940395355,0.1720000058412552,0.22111110389232635,0.20200000703334808,0.01317647099494934
4.0,1.1275828,0.024202898144721985,0.005350318271666765,0.03173913061618805,0.022558139637112617,0.006453674286603928,0.027812499552965164,0.1218181848526001,0.07409090548753738,0.09473684430122375,0.06555555760860443,0.0770370364189148,0.06933332979679108,0.0021621622145175934
