Eb/N0 (dB),SNR(dB),AE_GNBP_0
0.0,-2.8724172,0.08624999970197678
1.0,-1.8724172,0.062031250447034836
2.0,-0.8724172,0.03421875089406967
3.0,0.12758279,0.011903408914804459
4.0,1.1275828,0.003541666781529784
5.0,2.1275828,0.0007725947652943432
6.0,3.1275828,9.001881699077785e-05
